date,geography_code,geography_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,appren,appl4,appl3,appl2,all_work,all_notsust,all_unknown
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2282,2038,1305,1144,80,NA,NA,NA,81,209,12,104,93,524,173,71
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,1026,891,529,468,37,NA,NA,NA,24,114,7,60,47,248,93,42
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1256,1147,776,676,43,NA,NA,NA,57,95,5,44,46,276,80,29
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,2282,89.3,57.2,50.1,3.5,NA,NA,NA,3.5,9.2,0.5,4.6,4.1,23,7.6,3.1
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1895,90.4,60,53.3,3.5,NA,NA,NA,3.3,9.1,0.6,4.5,4,21.2,6.6,3
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1895,1715,1140,1010,65,NA,NA,NA,60,170,10,85,75,405,125,55
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Percentage,385,84.2,43.1,34.5,3.6,NA,NA,NA,4.9,9.6,0.3,4.7,4.7,31.4,12.2,3.6
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Disadvantage Y11 Status,Disadvantaged,Number of pupils,385,325,165,135,15,NA,NA,NA,20,35,NA,20,20,120,45,15
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1256,91.3,61.8,53.8,3.4,NA,NA,NA,4.5,7.6,0.4,3.5,3.7,22,6.4,2.3
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,1026,86.8,51.6,45.6,3.6,NA,NA,NA,2.3,11.1,0.7,5.8,4.6,24.2,9.1,4.1
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/17,E08000036,Wakefield,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,LLDD Provision,Identified LLDD,Number of pupils,108,70,57,0,57,5,11,41,0,8,0,2,6,5,34,4
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,490,52.3,26,0,NA,NA,7.4,NA,NA,8.2,0,3.5,4.7,18,29.7,18
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,375,165,85,0,NA,NA,25,NA,NA,25,0,5,20,55,150,60
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Gender,Male,Number of pupils,537,260,118,0,114,19,35,60,4,39,0,17,22,103,184,93
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,LLDD Provision,No identified LLDD,Number of pupils,757,351,154,0,149,23,51,75,5,58,0,22,36,139,261,145
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Gender,Female,Number of pupils,328,161,93,0,92,9,27,56,1,27,0,7,20,41,111,56
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,LLDD Provision,Identified LLDD,Percentage,108,64.8,52.8,0,52.8,4.6,10.2,38,0,7.4,0,1.9,5.6,4.6,31.5,3.7
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Gender,Male,Percentage,537,48.4,22,0,21.2,3.5,6.5,11.2,0.7,7.3,0,3.2,4.1,19.2,34.3,17.3
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Total,Total,Percentage,865,48.7,24.4,0,23.8,3.2,7.2,13.4,0.6,7.6,0,2.8,4.9,16.6,34.1,17.2
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,375,44,22.3,0,NA,NA,6.9,NA,NA,6.9,0,1.9,5,14.9,39.8,16.2
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Gender,Female,Percentage,328,49.1,28.4,0,28,2.7,8.2,17.1,0.3,8.2,0,2.1,6.1,12.5,33.8,17.1
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,LLDD Provision,No identified LLDD,Percentage,757,46.4,20.3,0,19.7,3,6.7,9.9,0.7,7.7,0,2.9,4.8,18.4,34.5,19.2
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Total,Total,Number of pupils,865,421,211,0,206,28,62,116,5,66,0,24,42,144,295,149
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,490,255,125,0,NA,NA,35,NA,NA,40,0,15,25,90,145,90
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,LLDD Provision,Identified LLDD,Number of pupils,91,70,44,0,44,19,23,2,0,14,0,6,8,12,20,1
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,400,73.5,33,NA,NA,NA,13.8,NA,NA,16,0,9.5,6.5,24.5,18.3,8.3
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,290,180,90,NA,NA,NA,40,NA,NA,35,0,15,20,60,80,25
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Gender,Male,Number of pupils,418,280,133,2,125,63,54,8,6,61,0,34,27,86,92,46
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,LLDD Provision,No identified LLDD,Number of pupils,599,406,176,5,164,84,73,7,7,83,0,46,37,147,135,58
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Gender,Female,Number of pupils,272,196,87,3,83,40,42,1,1,36,0,18,18,73,63,13
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,LLDD Provision,Identified LLDD,Percentage,91,76.9,48.4,0,48.4,20.9,25.3,2.2,0,15.4,0,6.6,8.8,13.2,22,1.1
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Gender,Male,Percentage,418,67,31.8,0.5,29.9,15.1,12.9,1.9,1.4,14.6,0,8.1,6.5,20.6,22,11
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Total,Total,Percentage,690,69,31.9,0.7,30.1,14.9,13.9,1.3,1,14.1,0,7.5,6.5,23,22.5,8.6
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,290,62.8,30.3,NA,NA,NA,14.1,NA,NA,11.4,0,4.8,6.6,21,28.3,9
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Gender,Female,Percentage,272,72.1,32,1.1,30.5,14.7,15.4,0.4,0.4,13.2,0,6.6,6.6,26.8,23.2,4.8
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,LLDD Provision,No identified LLDD,Percentage,599,67.8,29.4,0.8,27.4,14,12.2,1.2,1.2,13.9,0,7.7,6.2,24.5,22.5,9.7
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Total,Total,Number of pupils,690,476,220,5,208,103,96,9,7,97,0,52,45,159,155,59
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,400,295,130,NA,NA,NA,55,NA,NA,65,0,40,25,100,75,35
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,LLDD Provision,Identified LLDD,Number of pupils,103,76,56,42,14,10,4,0,0,7,1,4,2,13,22,5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,575,80.2,51.5,NA,9.9,7.5,1.7,0.7,NA,7.8,0.3,3.6,3.8,21,14.2,5.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,325,230,160,NA,30,20,10,NA,NA,10,NA,5,5,60,80,15
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Gender,Male,Number of pupils,587,437,294,231,61,42,14,5,2,40,3,20,17,103,109,41
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,LLDD Provision,No identified LLDD,Number of pupils,801,616,399,323,73,53,14,6,3,49,2,22,25,168,141,44
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Gender,Female,Number of pupils,317,255,161,134,26,21,4,1,1,16,0,6,10,78,54,8
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,LLDD Provision,Identified LLDD,Percentage,103,73.8,54.4,40.8,13.6,9.7,3.9,0,0,6.8,1,3.9,1.9,12.6,21.4,4.9
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Gender,Male,Percentage,587,74.4,50.1,39.4,10.4,7.2,2.4,0.9,0.3,6.8,0.5,3.4,2.9,17.5,18.6,7
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Total,Total,Percentage,904,76.5,50.3,40.4,9.6,7,2,0.7,0.3,6.2,0.3,2.9,3,20,18,5.4
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,325,70,48.3,NA,9.2,6.1,2.4,0.6,NA,3.4,0.3,1.5,1.5,18.3,24.8,5.2
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Gender,Female,Percentage,317,80.4,50.8,42.3,8.2,6.6,1.3,0.3,0.3,5,0,1.9,3.2,24.6,17,2.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,LLDD Provision,No identified LLDD,Percentage,801,76.9,49.8,40.3,9.1,6.6,1.7,0.7,0.4,6.1,0.2,2.7,3.1,21,17.6,5.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Total,Total,Number of pupils,904,692,455,365,87,63,18,6,3,56,3,26,27,181,163,49
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,575,465,295,NA,55,45,10,5,NA,45,NA,20,20,120,80,30
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,LLDD Provision,Identified LLDD,Number of pupils,302,216,157,42,115,34,38,43,0,29,1,12,16,30,76,10
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1465,69.1,38,16.2,21.1,8.9,6.9,5.3,0.7,10.2,0.1,5.2,4.8,21,20.5,10.4
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,995,575,330,135,190,65,75,55,5,70,NA,25,45,175,315,105
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Gender,Male,Number of pupils,1542,977,545,233,300,124,103,73,12,140,3,71,66,292,385,180
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,LLDD Provision,No identified LLDD,Number of pupils,2157,1373,729,328,386,160,138,88,15,190,2,90,98,454,537,247
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Gender,Female,Number of pupils,917,612,341,137,201,70,73,58,3,79,0,31,48,192,228,77
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,LLDD Provision,Identified LLDD,Percentage,302,71.5,52,13.9,38.1,11.3,12.6,14.2,0,9.6,0.3,4,5.3,9.9,25.2,3.3
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Gender,Male,Percentage,1542,63.4,35.3,15.1,19.5,8,6.7,4.7,0.8,9.1,0.2,4.6,4.3,18.9,25,11.7
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Total,Total,Percentage,2459,64.6,36,15,20.4,7.9,7.2,5.3,0.6,8.9,0.1,4.1,4.6,19.7,24.9,10.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,995,58,33.2,13.4,19.3,6.4,7.5,5.3,0.5,7,0.1,2.6,4.3,17.8,31.5,10.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Gender,Female,Percentage,917,66.7,37.2,14.9,21.9,7.6,8,6.3,0.3,8.6,0,3.4,5.2,20.9,24.9,8.4
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,LLDD Provision,No identified LLDD,Percentage,2157,63.7,33.8,15.2,17.9,7.4,6.4,4.1,0.7,8.8,0.1,4.2,4.5,21,24.9,11.5
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Total,Total,Number of pupils,2459,1589,886,370,501,194,176,131,15,219,3,102,114,484,613,257
2017/18,E08000032,Bradford,State-funded mainstream colleges,Total,Total,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1465,1010,555,235,310,130,100,80,10,150,NA,75,70,305,300,155
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,30,50,10.7,0,NA,0,0,NA,NA,17.9,0,0,17.9,21.4,21.4,28.6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Gender,Male,Number of pupils,28,10,0,0,0,0,0,0,0,5,0,0,5,5,10,8
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,30,10,NA,0,NA,0,0,NA,NA,5,0,0,5,NA,10,10
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,SEN Provision,No identified SEN,Number of pupils,53,20,3,0,0,0,0,0,3,9,0,0,9,8,16,17
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,SEN Provision,Identified SEN,Number of pupils,3,2,2,0,2,0,0,2,0,0,0,0,0,0,1,0
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Gender,Female,Number of pupils,28,12,5,0,2,0,0,2,3,4,0,0,4,3,7,9
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,30,15,5,0,NA,0,0,NA,NA,5,0,0,5,5,5,10
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Total,Total,Number of pupils,56,22,5,0,2,0,0,2,3,9,0,0,9,8,17,17
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,30,28.6,7.1,0,NA,0,0,NA,NA,14.3,0,0,14.3,7.1,39.3,32.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,SEN Provision,Identified SEN,Percentage,3,66.7,66.7,0,66.7,0,0,66.7,0,0,0,0,0,0,33.3,0
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,SEN Provision,No identified SEN,Percentage,53,37.7,5.7,0,0,0,0,0,5.7,17,0,0,17,15.1,30.2,32.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Gender,Female,Percentage,28,42.9,17.9,0,7.1,0,0,7.1,10.7,14.3,0,0,14.3,10.7,25,32.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Gender,Male,Percentage,28,35.7,0,0,0,0,0,0,0,17.9,0,0,17.9,17.9,35.7,28.6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,All other qualifications,Total,Total,Total,Percentage,56,39.3,8.9,0,3.6,0,0,3.6,5.4,16.1,0,0,16.1,14.3,30.4,30.4
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,70,63.8,27.5,0,NA,8.7,4.3,NA,NA,17.4,0,2.9,14.5,18.8,17.4,18.8
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Gender,Male,Number of pupils,54,33,12,0,4,3,1,0,8,10,0,1,9,11,12,9
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,65,40,25,0,NA,NA,5,NA,NA,5,0,NA,5,10,20,5
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,SEN Provision,No identified SEN,Number of pupils,126,79,39,0,14,6,7,1,25,19,0,3,16,21,30,17
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,SEN Provision,Identified SEN,Number of pupils,9,5,4,0,3,1,2,0,1,0,0,0,0,1,3,1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Gender,Female,Number of pupils,81,51,31,0,13,4,8,1,18,9,0,2,7,11,21,9
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,70,45,20,0,NA,5,5,NA,NA,10,0,NA,10,15,10,15
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Total,Total,Number of pupils,135,84,43,0,17,7,9,1,26,19,0,3,16,22,33,18
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,65,60.6,36.4,0,NA,1.5,9.1,NA,NA,10.6,0,1.5,9.1,13.6,31.8,7.6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,SEN Provision,Identified SEN,Percentage,9,55.6,44.4,0,33.3,11.1,22.2,0,11.1,0,0,0,0,11.1,33.3,11.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,SEN Provision,No identified SEN,Percentage,126,62.7,31,0,11.1,4.8,5.6,0.8,19.8,15.1,0,2.4,12.7,16.7,23.8,13.5
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Gender,Female,Percentage,81,63,38.3,0,16,4.9,9.9,1.2,22.2,11.1,0,2.5,8.6,13.6,25.9,11.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Gender,Male,Percentage,54,61.1,22.2,0,7.4,5.6,1.9,0,14.8,18.5,0,1.9,16.7,20.4,22.2,16.7
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 2,Total,Total,Total,Percentage,135,62.2,31.9,0,12.6,5.2,6.7,0.7,19.3,14.1,0,2.2,11.9,16.3,24.4,13.3
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1830,90.2,70.1,64.1,3.2,2.6,0.4,0.2,2.8,6.9,0.6,3,3.3,13.2,6.1,3.8
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Gender,Male,Number of pupils,1070,944,709,636,38,25,9,4,35,82,8,38,36,153,82,44
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,610,530,445,400,25,20,10,0,15,25,0,10,15,60,55,30
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,SEN Provision,No identified SEN,Number of pupils,2341,2088,1657,1516,77,61,12,4,64,147,11,63,73,284,158,95
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,SEN Provision,Identified SEN,Number of pupils,102,93,71,61,9,5,4,0,1,3,0,0,3,19,7,2
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Gender,Female,Number of pupils,1373,1237,1019,941,48,41,7,0,30,68,3,25,40,150,83,53
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1830,1650,1285,1175,60,45,10,5,50,125,10,55,60,240,110,70
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Total,Total,Number of pupils,2443,2181,1728,1577,86,66,16,4,65,150,11,63,76,303,165,97
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,610,86.6,72.5,65.8,4.4,3.1,1.3,0,2.3,3.9,0,1.3,2.6,10.1,8.8,4.6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,SEN Provision,Identified SEN,Percentage,102,91.2,69.6,59.8,8.8,4.9,3.9,0,1,2.9,0,0,2.9,18.6,6.9,2
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,SEN Provision,No identified SEN,Percentage,2341,89.2,70.8,64.8,3.3,2.6,0.5,0.2,2.7,6.3,0.5,2.7,3.1,12.1,6.7,4.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Gender,Female,Percentage,1373,90.1,74.2,68.5,3.5,3,0.5,0,2.2,5,0.2,1.8,2.9,10.9,6,3.9
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Gender,Male,Percentage,1070,88.2,66.3,59.4,3.6,2.3,0.8,0.4,3.3,7.7,0.7,3.6,3.4,14.3,7.7,4.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Total,Total,Total,Percentage,2443,89.3,70.7,64.6,3.5,2.7,0.7,0.2,2.7,6.1,0.5,2.6,3.1,12.4,6.8,4
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,1930,88.6,67.8,60.9,3.6,2.7,0.6,0.3,3.3,7.4,0.6,3,3.9,13.5,6.7,4.7
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Gender,Male,Number of pupils,1152,987,721,636,42,28,10,4,43,97,8,39,50,169,104,61
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,705,575,470,400,35,20,15,NA,30,35,0,10,25,75,85,40
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,SEN Provision,No identified SEN,Number of pupils,2520,2187,1699,1516,91,67,19,5,92,175,11,66,98,313,204,129
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,SEN Provision,Identified SEN,Number of pupils,114,100,77,61,14,6,6,2,2,3,0,0,3,20,11,3
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Gender,Female,Number of pupils,1482,1300,1055,941,63,45,15,3,51,81,3,27,51,164,111,71
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,1930,1710,1305,1175,70,55,10,5,65,145,10,55,75,260,130,90
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Total,Total,Number of pupils,2634,2287,1776,1577,105,73,25,7,94,178,11,66,101,333,215,132
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,705,81.8,66.5,57,5.1,2.8,2,0.3,4.4,5,0,1.3,3.7,10.4,12.2,6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,SEN Provision,Identified SEN,Percentage,114,87.7,67.5,53.5,12.3,5.3,5.3,1.8,1.8,2.6,0,0,2.6,17.5,9.6,2.6
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,SEN Provision,No identified SEN,Percentage,2520,86.8,67.4,60.2,3.6,2.7,0.8,0.2,3.7,6.9,0.4,2.6,3.9,12.4,8.1,5.1
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Gender,Female,Percentage,1482,87.7,71.2,63.5,4.3,3,1,0.2,3.4,5.5,0.2,1.8,3.4,11.1,7.5,4.8
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Gender,Male,Percentage,1152,85.7,62.6,55.2,3.6,2.4,0.9,0.3,3.7,8.4,0.7,3.4,4.3,14.7,9,5.3
2017/18,E08000032,Bradford,State-funded mainstream schools,Total,Total,Total,Total,Total,Percentage,2634,86.8,67.4,59.9,4,2.8,0.9,0.3,3.6,6.8,0.4,2.5,3.8,12.6,8.2,5
2017/18,E08000032,Bradford,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Total,Total,Number of pupils,921,443,216,0,208,28,62,118,8,75,0,24,51,152,312,166
